date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2021-10-29,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696
2021-10-30,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.948555076497,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696
2021-10-31,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.948555076497
2021-11-01,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696
2021-11-02,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.948555076497,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696
2021-11-03,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696
2021-11-04,11378.948555076497,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.94855507696,11378.948555076497,11378.948555077426,11378.948555076497
2021-11-05,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497
2021-11-06,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426
2021-11-07,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497
2021-11-08,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497
2021-11-09,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426
2021-11-10,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555076497,11378.948555077426,11378.948555076497
2021-11-11,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497
2021-11-12,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426
2021-11-13,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555076497
2021-11-14,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497
2021-11-15,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426
2021-11-16,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,11378.948555077426,11378.948555076497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
